contract_sk,contract_id,adviser_sk,client_sk,product_sk,signing_date_sk,contract_value,commission,premium_monthly,duration_months,status
376,C-0000376,13,1167,6,20230608,71611.57,3226.07,596.76,120,Active
377,C-0000377,28,1408,10,20240403,8051.86,278.65,67.1,120,Active
378,C-0000378,28,206,3,20250127,182030.11,8937.77,505.64,360,Active
379,C-0000379,8,28,1,20250506,249251.54,11853.78,4154.19,60,Active
380,C-0000380,10,1285,2,20240313,70228.04,3890.8,390.16,180,Completed
381,C-0000381,23,1449,1,20200805,383894.72,16172.25,1066.37,360,Active
382,C-0000382,23,981,19,20210129,724673.2,8161.17,4025.96,180,Active
383,C-0000383,7,1116,9,20220128,95985.45,3260.55,1599.76,60,Active
384,C-0000384,15,875,14,20220913,37175.09,866.08,,12,Active
385,C-0000385,48,1465,10,20251006,37753.24,1739.06,157.31,240,Active
386,C-0000386,25,157,6,20240423,148661.37,5291.21,825.9,180,Active
387,C-0000387,31,1087,3,20220505,360322.87,18769.26,3002.69,120,Active
388,C-0000388,44,588,14,20220609,39254.57,837.62,,36,Active
389,C-0000389,1,305,16,20250611,166109.47,3897.44,,12,Active
390,C-0000390,5,232,5,20240117,61636.94,2683.76,256.82,240,Cancelled
391,C-0000391,12,789,9,20220621,25976.83,965.53,216.47,120,Active
392,C-0000392,9,1340,16,20260615,173968.37,3359.6,,36,Active
393,C-0000393,39,472,18,20220909,447971.61,4540.23,1493.24,300,Active
394,C-0000394,49,179,14,20210824,132682.59,2947.24,,24,Active
395,C-0000395,8,123,1,20260519,157711.41,7803.33,1314.26,120,Active
396,C-0000396,30,497,5,20210623,47731.11,1637.48,159.1,300,Active
397,C-0000397,27,54,5,20241114,21999.19,948.88,183.33,120,Active
398,C-0000398,35,1217,2,20260204,286532.67,15259.28,4775.54,60,Active
399,C-0000399,41,853,12,20210118,37036.82,665.19,,12,Active
400,C-0000400,35,843,5,20250122,113475.53,4899.54,630.42,180,Active
401,C-0000401,3,1238,1,20250404,128972.25,5560.99,358.26,360,Active
402,C-0000402,40,1457,1,20251022,170628.46,8270.77,710.95,240,Cancelled
403,C-0000403,19,189,17,20230825,314223.77,2799.5,2618.53,120,Cancelled
404,C-0000404,15,804,5,20210414,112754.54,4330.5,1879.24,60,Active
405,C-0000405,34,978,18,20220311,523558.38,4350.16,1454.33,360,Active
406,C-0000406,13,553,13,20201004,42876.44,961.58,,60,Active
407,C-0000407,20,334,20,20231017,645158.08,6026.99,5376.32,120,Active
408,C-0000408,40,414,20,20240620,107683.91,1253.31,897.37,120,Active
409,C-0000409,41,991,9,20200427,17330.71,712.67,288.85,60,Active
410,C-0000410,28,1025,10,20210513,6229.42,234.89,34.61,180,Completed
411,C-0000411,23,835,12,20260410,243514.98,5265.1,,12,Active
412,C-0000412,27,977,17,20240208,665246.03,5721.61,2217.49,300,Completed
413,C-0000413,45,192,10,20260902,28377.34,1217.9,472.96,60,Active
414,C-0000414,11,1028,7,20230814,122084.02,5184.61,339.12,360,Active
415,C-0000415,23,596,17,20220711,751159.04,7035.1,6259.66,120,Completed
416,C-0000416,16,428,14,20261224,11923.2,258.76,,60,Active
417,C-0000417,1,293,5,20250514,87200.62,4177.82,1453.34,60,Active
418,C-0000418,20,331,3,20200623,209586.66,10289.9,1746.56,120,Active
419,C-0000419,17,970,12,20261106,24128.85,420.65,,60,Completed
420,C-0000420,41,1000,15,20200410,163272.44,2795.81,,12,Completed
421,C-0000421,32,752,13,20230803,103440.24,2167.85,,24,Active
422,C-0000422,32,539,11,20260221,94673.41,2031.46,,120,Cancelled
423,C-0000423,16,1434,2,20251001,255833.22,13527.78,710.65,360,Active
424,C-0000424,5,457,4,20220920,130451.03,5630.8,543.55,240,Active
425,C-0000425,34,224,3,20200806,152596.43,7533.65,508.65,300,Active
426,C-0000426,5,650,13,20220525,192517.73,3387.5,,36,Active
427,C-0000427,34,79,7,20231025,106832.17,4232.64,593.51,180,Cancelled
428,C-0000428,43,779,5,20200608,97831.38,3631.79,1630.52,60,Completed
429,C-0000429,2,1401,14,20221216,244683.08,4332.69,,24,Active
430,C-0000430,6,611,6,20260212,17120.74,566.84,71.34,240,Active
431,C-0000431,12,111,14,20200824,132144.93,2822.24,,36,Cancelled
432,C-0000432,25,859,11,20230516,240914.71,4426.87,,24,Active
433,C-0000433,41,797,6,20251006,145010.53,5653.75,402.81,360,Active
434,C-0000434,44,297,20,20220407,238991.98,2602.84,796.64,300,Cancelled
435,C-0000435,36,649,11,20201016,5518.32,127.87,,24,Cancelled
436,C-0000436,9,1300,14,20230222,67175.07,1462.96,,60,Cancelled
437,C-0000437,30,1427,4,20231027,33864.67,1859.65,282.21,120,Active
438,C-0000438,48,1182,13,20260908,55602.05,982.94,,24,Active
439,C-0000439,8,1433,12,20230629,6015.43,139.4,,120,Cancelled
440,C-0000440,31,1072,14,20261027,103775.93,1952.82,,120,Active
441,C-0000441,43,334,6,20231019,71529.42,2715.97,238.43,300,Active
442,C-0000442,6,213,14,20200817,159258.59,3442.65,,12,Active
443,C-0000443,39,205,14,20240607,27711.47,609.64,,120,Active
444,C-0000444,15,932,2,20231110,273729.85,15611.94,2281.08,120,Active
445,C-0000445,30,1321,16,20241204,237736.77,4470.62,,60,Active
446,C-0000446,20,549,1,20260227,377054.39,20980.78,1256.85,300,Active
447,C-0000447,3,32,14,20200307,168978.6,2709.28,,60,Completed
448,C-0000448,11,1172,17,20261214,674024.07,7009.7,3744.58,180,Active
449,C-0000449,41,879,13,20201125,49779.78,1053.11,,12,Active
450,C-0000450,31,474,6,20200910,63452.26,2353.44,528.77,120,Completed
451,C-0000451,45,533,17,20251111,182860.91,1884.88,761.92,240,Active
452,C-0000452,1,1288,11,20250522,52533.12,879.73,,60,Active
453,C-0000453,41,784,20,20200305,595303.14,6954.56,9921.72,60,Active
454,C-0000454,16,1337,15,20260415,159346.86,3540.8,,24,Active
455,C-0000455,17,1351,18,20200512,688319.76,7506.3,2868.0,240,Active
456,C-0000456,7,228,5,20230320,95978.51,4051.65,319.93,300,Active
457,C-0000457,6,159,4,20230617,73897.45,3343.11,615.81,120,Active
458,C-0000458,30,151,7,20230529,61666.03,2457.8,1027.77,60,Active
459,C-0000459,45,924,7,20250829,104663.78,3977.65,581.47,180,Active
460,C-0000460,43,65,1,20201027,363382.5,19329.52,1009.4,360,Active
461,C-0000461,1,325,12,20230828,122009.93,2551.48,,120,Active
462,C-0000462,38,1049,4,20250430,93281.2,3786.39,1554.69,60,Active
463,C-0000463,9,451,12,20200731,30467.54,540.36,,36,Active
464,C-0000464,25,1451,5,20231110,43800.63,1739.11,730.01,60,Active
465,C-0000465,17,355,16,20210520,110143.37,2596.16,,24,Completed
466,C-0000466,21,340,9,20250723,144471.34,4860.93,481.57,300,Cancelled
467,C-0000467,19,653,16,20240512,109500.97,2142.85,,120,Active
468,C-0000468,32,343,14,20260324,51530.75,969.98,,12,Cancelled
469,C-0000469,38,722,9,20221014,90096.04,3306.13,250.27,360,Active
470,C-0000470,5,441,11,20240807,108487.93,1897.16,,24,Active
471,C-0000471,50,674,11,20210630,32331.29,599.7,,12,Active
472,C-0000472,20,1233,11,20210625,224888.51,4608.67,,60,Active
473,C-0000473,5,1176,18,20260401,294633.93,3073.51,818.43,360,Active
474,C-0000474,4,1012,14,20230629,80810.26,1499.92,,24,Cancelled
475,C-0000475,22,1211,14,20220906,31576.24,619.6,,120,Active
476,C-0000476,1,946,10,20211228,7586.26,337.84,25.29,300,Completed
477,C-0000477,3,691,13,20240706,11178.03,226.55,,120,Active
478,C-0000478,19,650,4,20250411,335343.08,16197.6,1863.02,180,Active
479,C-0000479,28,612,18,20241115,642229.4,6406.41,10703.82,60,Active
480,C-0000480,2,459,4,20200501,340368.74,19998.05,5672.81,60,Active
481,C-0000481,31,464,4,20210310,397545.34,22750.64,1104.29,360,Active
482,C-0000482,49,108,12,20211026,204404.61,4149.51,,12,Completed
483,C-0000483,23,1409,4,20240416,38241.29,1762.38,212.45,180,Completed
484,C-0000484,34,246,9,20201118,106306.4,4974.9,354.35,300,Completed
485,C-0000485,45,916,19,20240904,721458.89,8558.92,3006.08,240,Active
486,C-0000486,22,1497,8,20230518,88793.28,3780.84,493.3,180,Active
487,C-0000487,47,1326,10,20250224,108150.3,4071.66,901.25,120,Active
488,C-0000488,1,1374,3,20210706,48554.87,2422.51,404.62,120,Completed
489,C-0000489,38,1053,7,20260105,75708.61,2835.08,252.36,300,Completed
490,C-0000490,7,267,10,20210713,107734.29,4577.05,359.11,300,Active
491,C-0000491,13,141,15,20211210,217228.98,4367.98,,60,Active
492,C-0000492,10,945,10,20260218,142966.72,5895.36,2382.78,60,Active
493,C-0000493,2,976,8,20240820,7405.25,291.57,41.14,180,Active
494,C-0000494,31,435,9,20210120,22157.3,904.13,123.1,180,Active
495,C-0000495,7,101,17,20240716,333617.65,3257.9,1853.43,180,Active
496,C-0000496,43,566,14,20230915,50095.04,877.44,,24,Active
497,C-0000497,8,450,14,20201021,29077.77,476.85,,24,Completed
498,C-0000498,19,464,19,20260306,286324.77,2366.01,4772.08,60,Active
499,C-0000499,36,422,13,20210312,99193.21,1667.48,,36,Active
500,C-0000500,7,380,10,20230711,107348.74,3929.79,1789.15,60,Active
501,C-0000501,11,646,16,20241008,185294.51,4228.52,,24,Active
502,C-0000502,47,972,11,20221229,225167.57,3858.17,,12,Active
503,C-0000503,43,722,9,20261015,132782.34,4611.74,2213.04,60,Active
504,C-0000504,2,1162,16,20241004,218558.2,4323.2,,12,Active
505,C-0000505,7,205,8,20220217,81164.03,2814.51,676.37,120,Active
506,C-0000506,17,1359,15,20230529,123684.14,2326.03,,120,Active
507,C-0000507,38,1360,1,20251231,334544.8,15396.65,1858.58,180,Cancelled
508,C-0000508,45,43,20,20210113,439048.39,3986.45,1463.49,300,Active
509,C-0000509,2,501,8,20240117,100608.2,3447.45,419.2,240,Active
510,C-0000510,27,1309,14,20201002,91136.14,2000.89,,24,Active
511,C-0000511,12,544,18,20260518,729454.97,7146.53,2431.52,300,Active
512,C-0000512,21,391,11,20200415,98974.5,1914.0,,36,Active
513,C-0000513,41,711,11,20220106,208874.55,3547.46,,60,Cancelled
514,C-0000514,38,594,16,20240514,231953.79,3984.28,,24,Active
515,C-0000515,1,930,10,20200414,75589.6,2497.02,419.94,180,Active
516,C-0000516,31,722,19,20240815,186405.04,1855.38,3106.75,60,Active
517,C-0000517,47,1149,9,20210201,24969.22,1150.07,83.23,300,Active
518,C-0000518,42,166,9,20220113,25683.42,1123.11,107.01,240,Active
519,C-0000519,31,818,12,20261008,63684.67,1364.64,,60,Active
520,C-0000520,41,893,9,20241002,138428.15,5752.05,1153.57,120,Active
521,C-0000521,9,853,19,20231117,197423.45,2185.6,1096.8,180,Active
522,C-0000522,39,376,3,20220818,132986.98,7785.37,554.11,240,Completed
523,C-0000523,37,1404,14,20241226,25818.49,521.86,,36,Active
524,C-0000524,2,1145,14,20200309,117705.03,2788.62,,60,Completed
525,C-0000525,16,1189,3,20230802,307225.45,16069.17,1706.81,180,Active
526,C-0000526,28,258,18,20221027,729938.69,8402.49,12165.64,60,Active
527,C-0000527,19,1331,17,20200930,422154.53,3469.01,7035.91,60,Active
528,C-0000528,8,1198,10,20240920,86989.29,3744.84,1449.82,60,Active
529,C-0000529,36,280,2,20210726,286597.61,14423.11,955.33,300,Active
530,C-0000530,36,1278,5,20241024,48629.37,1798.03,810.49,60,Active
531,C-0000531,7,507,1,20210607,78148.39,4501.19,260.49,300,Active
532,C-0000532,21,829,17,20230522,410671.11,3376.79,6844.52,60,Active
533,C-0000533,48,900,8,20260106,127049.52,5176.95,423.5,300,Active
534,C-0000534,47,493,14,20210312,38269.1,618.94,,24,Active
535,C-0000535,47,205,18,20260918,240245.73,2383.69,1334.7,180,Active
536,C-0000536,34,854,9,20250911,61722.44,2664.09,1028.71,60,Active
537,C-0000537,42,621,10,20200327,71276.93,2924.3,1187.95,60,Active
538,C-0000538,9,959,20,20260306,411135.57,4782.51,2284.09,180,Active
539,C-0000539,14,715,1,20260427,393066.4,18535.03,1310.22,300,Active
540,C-0000540,46,1473,17,20231211,143936.04,1529.13,799.64,180,Active
541,C-0000541,28,140,5,20260601,45359.32,2004.96,252.0,180,Active
542,C-0000542,41,1452,13,20260630,240713.64,5018.09,,24,Completed
543,C-0000543,42,713,17,20240202,281458.21,3037.24,938.19,300,Completed
544,C-0000544,15,198,3,20240828,37073.07,2114.67,308.94,120,Active
545,C-0000545,7,357,16,20250205,82267.53,1468.66,,24,Active
546,C-0000546,8,77,14,20251205,230749.2,3806.3,,36,Active
547,C-0000547,22,221,12,20241121,152420.26,3463.82,,24,Active
548,C-0000548,32,1391,19,20211231,489527.75,4299.46,2039.7,240,Active
549,C-0000549,6,1193,6,20200303,67939.14,2748.58,566.16,120,Cancelled
550,C-0000550,26,836,4,20231225,97345.05,5470.81,1622.42,60,Completed
551,C-0000551,36,390,11,20251029,47955.48,1047.34,,120,Active
552,C-0000552,9,138,16,20230126,126210.87,2379.31,,120,Active
553,C-0000553,21,207,3,20201028,236277.92,10052.17,787.59,300,Active
554,C-0000554,17,800,20,20241203,478376.62,3870.15,2657.65,180,Active
555,C-0000555,16,1061,6,20260710,145376.65,4825.99,484.59,300,Active
556,C-0000556,42,965,13,20260723,155423.94,3165.6,,12,Cancelled
557,C-0000557,23,122,1,20201222,32264.4,1562.5,268.87,120,Active
558,C-0000558,16,1011,11,20200706,231195.22,4926.0,,12,Cancelled
559,C-0000559,25,145,20,20260826,592163.58,6550.69,9869.39,60,Active
560,C-0000560,9,555,20,20250123,750554.51,8668.96,3127.31,240,Active
561,C-0000561,35,622,16,20250620,127885.86,2711.52,,60,Completed
562,C-0000562,39,1246,8,20260108,8109.27,266.68,67.58,120,Active
563,C-0000563,49,257,1,20230104,229948.46,9437.73,958.12,240,Active
564,C-0000564,26,721,5,20210510,21759.56,737.39,72.53,300,Active
565,C-0000565,15,846,2,20250326,110504.68,4623.5,1841.74,60,Completed
566,C-0000566,16,117,18,20200714,497634.03,5953.57,8293.9,60,Active
567,C-0000567,46,501,6,20261228,45976.42,1702.32,153.25,300,Active
568,C-0000568,5,513,13,20260728,120717.94,2049.67,,12,Active
569,C-0000569,50,620,12,20260804,224614.76,5136.96,,60,Completed
570,C-0000570,22,1430,10,20231017,131000.79,4703.88,727.78,180,Active
571,C-0000571,36,573,12,20200720,225305.49,4876.52,,120,Cancelled
572,C-0000572,8,763,17,20250128,261375.15,2866.67,2178.13,120,Completed
573,C-0000573,34,234,2,20200224,391605.69,21133.72,1087.79,360,Completed
574,C-0000574,4,572,9,20251225,45305.26,1728.25,755.09,60,Active
575,C-0000575,15,422,1,20220828,347853.67,16590.28,5797.56,60,Active
576,C-0000576,25,54,18,20260515,136581.76,1259.36,455.27,300,Completed
577,C-0000577,14,57,11,20220520,230829.27,5369.0,,120,Completed
578,C-0000578,7,1134,14,20220920,216704.09,4824.03,,12,Active
579,C-0000579,31,1173,10,20250113,129484.54,6086.76,539.52,240,Completed
580,C-0000580,16,271,9,20260511,28569.59,1088.52,79.36,360,Active
581,C-0000581,20,692,9,20240101,17402.85,626.48,58.01,300,Active
582,C-0000582,43,26,9,20201113,57445.76,2444.18,159.57,360,Active
583,C-0000583,34,36,11,20230130,209327.95,4768.65,,60,Active
584,C-0000584,30,120,12,20240122,121091.56,2755.39,,24,Active
585,C-0000585,12,529,20,20250513,486013.51,5741.36,2025.06,240,Active
586,C-0000586,44,1344,16,20200506,33551.18,706.01,,24,Active
587,C-0000587,42,650,2,20200416,90017.09,4512.95,375.07,240,Active
588,C-0000588,2,1390,2,20251201,381647.44,22837.56,2120.26,180,Completed
589,C-0000589,7,159,18,20230720,602823.51,6270.76,3349.02,180,Active
590,C-0000590,48,852,3,20200701,110051.91,5119.15,611.4,180,Active
591,C-0000591,23,836,10,20260414,25746.52,958.41,143.04,180,Active
592,C-0000592,20,308,10,20260520,95177.87,3289.82,1586.3,60,Active
593,C-0000593,37,1191,20,20241227,248035.75,2294.93,688.99,360,Cancelled
594,C-0000594,27,1330,13,20200720,208020.24,3382.57,,24,Active
595,C-0000595,40,857,8,20231010,86983.35,4172.16,241.62,360,Active
596,C-0000596,38,1066,17,20230201,658743.88,6869.65,1829.84,360,Active
597,C-0000597,26,473,19,20230310,305145.72,2739.02,2542.88,120,Active
598,C-0000598,26,164,4,20220619,283367.79,13856.73,1180.7,240,Active
599,C-0000599,30,471,12,20231227,164025.82,3418.58,,60,Completed
600,C-0000600,48,1198,5,20240829,139228.96,5000.98,580.12,240,Active
601,C-0000601,30,1035,10,20261119,54527.91,1847.81,227.2,240,Active
602,C-0000602,11,248,7,20221206,135481.51,6235.2,2258.03,60,Completed
603,C-0000603,31,50,16,20241030,186227.79,3167.96,,12,Cancelled
604,C-0000604,31,726,5,20201120,79660.08,3223.76,331.92,240,Active
605,C-0000605,42,1247,8,20240425,108237.61,3669.74,601.32,180,Cancelled
606,C-0000606,30,1292,2,20230223,48025.97,2805.41,200.11,240,Completed
607,C-0000607,12,1483,10,20250513,114860.71,4962.19,319.06,360,Cancelled
608,C-0000608,42,758,17,20240919,158652.64,1837.58,528.84,300,Active
609,C-0000609,19,199,11,20210817,110769.59,2223.07,,120,Active
610,C-0000610,37,874,2,20211230,234369.91,13580.81,781.23,300,Active
611,C-0000611,14,882,6,20230821,143259.48,4680.42,397.94,360,Active
612,C-0000612,8,590,20,20211201,320057.17,3005.14,2667.14,120,Active
613,C-0000613,7,475,6,20240830,46829.43,2186.14,156.1,300,Active
614,C-0000614,2,1226,7,20260427,85063.7,3414.39,708.86,120,Cancelled
615,C-0000615,2,757,18,20210603,476541.14,4184.28,1985.59,240,Cancelled
616,C-0000616,34,605,19,20260605,398551.79,3897.56,3321.26,120,Active
617,C-0000617,6,281,4,20261215,188873.92,9187.83,1049.3,180,Active
618,C-0000618,15,1490,4,20200708,388007.04,21756.65,1077.8,360,Active
619,C-0000619,48,152,11,20241212,70474.79,1483.14,,120,Active
620,C-0000620,22,390,2,20251121,184683.5,10831.2,615.61,300,Active
621,C-0000621,9,1201,2,20220819,380689.37,20003.59,3172.41,120,Cancelled
622,C-0000622,36,579,7,20201202,43466.48,1496.24,362.22,120,Active
623,C-0000623,14,7,3,20230116,381316.45,21789.62,1059.21,360,Active
624,C-0000624,49,539,20,20240417,245982.88,2143.12,1024.93,240,Active
625,C-0000625,12,615,8,20251119,97468.62,3874.16,270.75,360,Completed
626,C-0000626,25,1113,16,20230515,123575.05,2600.05,,120,Active
627,C-0000627,30,916,4,20220412,385909.2,22358.18,2143.94,180,Active
628,C-0000628,8,712,4,20241118,86953.89,5141.26,241.54,360,Active
629,C-0000629,30,1408,16,20210824,210349.97,4819.55,,120,Active
630,C-0000630,4,1152,17,20250528,250574.32,2857.54,1044.06,240,Active
631,C-0000631,28,534,11,20260521,103984.81,2336.77,,60,Active
632,C-0000632,32,840,8,20210720,54277.03,2447.7,301.54,180,Completed
633,C-0000633,44,676,18,20201126,244340.58,2565.86,814.47,300,Active
634,C-0000634,23,723,1,20250514,324916.89,13583.17,902.55,360,Active
635,C-0000635,11,1098,2,20221007,217086.62,10255.6,1809.06,120,Active
636,C-0000636,30,442,10,20231115,121186.38,5643.71,673.26,180,Active
637,C-0000637,7,1028,1,20221014,33708.49,1361.84,112.36,300,Active
638,C-0000638,49,507,6,20200326,46048.01,1491.4,127.91,360,Active
639,C-0000639,6,157,13,20200707,164508.44,2804.79,,36,Active
640,C-0000640,43,311,14,20200901,6998.24,153.55,,120,Active
641,C-0000641,22,871,13,20230803,50182.45,1046.08,,36,Active
642,C-0000642,41,966,9,20220821,71541.32,2403.42,198.73,360,Active
643,C-0000643,20,1440,8,20230926,145198.52,5949.65,604.99,240,Active
644,C-0000644,39,1464,1,20201002,397398.5,21678.54,2207.77,180,Active
645,C-0000645,35,1154,1,20201006,170992.47,7633.5,949.96,180,Active
646,C-0000646,40,347,5,20210615,122403.71,5828.02,2040.06,60,Cancelled
647,C-0000647,35,1072,19,20250122,274978.34,2355.28,916.59,300,Active
648,C-0000648,21,692,8,20251104,13545.28,540.38,56.44,240,Active
649,C-0000649,49,429,19,20250415,519111.06,5962.36,2883.95,180,Completed
650,C-0000650,22,945,18,20241218,449870.83,5325.53,3748.92,120,Active
651,C-0000651,27,261,3,20250418,370067.55,17953.47,6167.79,60,Active
652,C-0000652,3,869,4,20230620,83154.85,4053.97,1385.91,60,Active
653,C-0000653,30,818,17,20200123,441035.36,4849.61,1470.12,300,Active
654,C-0000654,38,661,10,20240422,109391.73,5041.17,607.73,180,Active
655,C-0000655,44,1464,6,20220808,25520.05,1030.3,212.67,120,Active
656,C-0000656,11,1074,16,20250102,116794.28,2743.45,,24,Active
657,C-0000657,1,639,11,20241128,105243.13,1810.48,,12,Active
658,C-0000658,44,960,4,20240229,224337.97,10458.79,3738.97,60,Active
659,C-0000659,13,563,18,20211228,718340.23,6737.91,11972.34,60,Cancelled
660,C-0000660,28,522,14,20231206,146948.16,2710.61,,120,Active
661,C-0000661,14,574,7,20210331,16234.04,559.08,45.09,360,Active
662,C-0000662,23,1179,5,20250528,120548.25,4990.34,502.28,240,Active
663,C-0000663,47,970,9,20210618,145165.54,6357.71,483.89,300,Active
664,C-0000664,10,294,8,20210225,148417.65,4966.26,494.73,300,Completed
665,C-0000665,37,901,11,20221223,21291.28,505.85,,24,Active
666,C-0000666,28,773,10,20250602,77554.39,2627.29,258.51,300,Active
667,C-0000667,6,1240,12,20251124,79316.93,1600.29,,120,Cancelled
668,C-0000668,32,1004,9,20241112,108145.41,4913.91,360.48,300,Active
669,C-0000669,12,52,4,20260123,232003.93,11300.51,1288.91,180,Completed
670,C-0000670,13,784,12,20220815,182665.89,3235.06,,120,Cancelled
671,C-0000671,1,1201,1,20220304,94417.71,4458.39,786.81,120,Active
672,C-0000672,43,560,12,20200326,229120.16,4587.52,,12,Active
673,C-0000673,19,1281,16,20200526,100776.91,2415.21,,36,Active
674,C-0000674,45,931,1,20230607,348010.42,20376.53,1160.03,300,Active
675,C-0000675,44,1461,18,20210126,665201.48,5423.24,11086.69,60,Active
676,C-0000676,4,909,5,20240618,17009.57,771.3,283.49,60,Active
